symbol,buy_date,buy_price,sell_date,sell_price,shares,return_pct,profit,holding_days,sell_reason
ALB,2017-10-16,125.2164535522461,2017-11-10,125.62740325927734,7,0.0032819145996638753,2.87664794921875,25,stop_loss_sideways
ARE,2017-10-16,93.06382751464844,2017-11-10,95.43000793457033,10,0.02542535035483521,23.661804199218892,25,stop_loss_sideways
AEE,2017-10-16,47.91658020019531,2017-11-10,49.370513916015625,20,0.03034301925859029,29.07867431640625,25,stop_loss_sideways
AXP,2017-10-16,82.50588989257812,2017-11-10,83.90550994873047,12,0.01696388049355792,16.795440673828125,25,stop_loss_sideways
AIG,2017-10-16,51.71307373046875,2017-11-10,50.16118621826172,19,-0.03000957785444258,-29.485862731933594,25,stop_loss_sideways
AMP,2017-10-16,130.590087890625,2017-11-10,134.5463409423828,7,0.03029520169303623,27.693771362304688,25,stop_loss_sideways
AME,2017-10-16,64.12921905517578,2017-11-10,64.56450653076172,15,0.006787662192041087,6.5293121337890625,25,stop_loss_sideways
AON,2017-10-16,139.52847290039062,2017-11-10,133.6294708251953,7,-0.042278123974069506,-41.29301452636719,25,stop_loss_sideways
APH,2017-11-10,20.393878936767575,2017-12-08,20.65513038635254,39,0.012810287360976792,10.188806533813615,28,stop_loss_sideways
AVB,2017-11-10,142.5547332763672,2017-12-08,138.79208374023438,5,-0.026394420231829557,-18.813247680664062,28,stop_loss_sideways
CBRE,2017-11-10,41.52999877929688,2017-12-08,43.619998931884766,19,0.050325071370571996,39.71000289916979,28,stop_loss_sideways
CLX,2017-11-10,104.51515197753906,2017-12-08,114.94690704345705,7,0.09981093524276585,73.02228546142588,28,stop_loss_sideways
AMZN,2017-10-16,50.31700134277344,2017-12-19,59.36899948120117,19,0.17989939576810232,171.98796463012695,64,agent
ALGN,2017-10-16,193.3699951171875,2017-12-21,218.75999450683597,5,0.1313026841328792,126.94999694824233,66,agent
XYZ,2017-11-10,39.209999084472656,2017-12-22,35.13999938964844,20,-0.10380004564794693,-81.39999389648438,42,stop_loss_dip
ANET,2017-11-10,13.815625190734863,2017-12-27,14.96875,58,0.08346526439052891,66.88123893737793,47,stop_loss_sideways
ACN,2017-12-08,133.76644897460938,2018-01-08,141.23094177246094,3,0.055802429197088284,22.393478393554688,31,stop_loss_sideways
AMP,2017-12-08,145.36343383789062,2018-01-08,147.1947784423828,3,0.012598385688484107,5.4940338134765625,31,stop_loss_sideways
APO,2017-12-08,23.97471237182617,2018-01-08,26.244415283203125,20,0.09467070453967961,45.394058227539134,31,stop_loss_sideways
BLDR,2017-11-10,18.459999084472656,2018-01-16,22.149999618530277,43,0.19989169648233665,158.67002296447768,67,agent
BF-B,2017-11-10,39.33169174194336,2018-01-17,46.99376678466797,20,0.1948066483637612,153.2415008544922,68,agent
ABT,2017-12-19,49.351348876953125,2018-01-18,51.56910705566406,8,0.04493814716676612,17.7420654296875,30,stop_loss_sideways
ALL,2017-12-21,86.69322967529297,2018-01-22,86.87628173828125,5,0.0021114920239319445,0.9152603149414062,32,stop_loss_sideways
BAC,2017-12-22,24.760202407836918,2018-01-23,26.450668334960938,21,0.06827351001738848,35.49978446960442,32,stop_loss_sideways
ADI,2017-12-27,76.82778930664062,2018-01-25,79.31111907958984,7,0.032323327214812514,17.38330841064453,29,stop_loss_sideways
AOS,2018-01-08,54.85456085205078,2018-02-05,53.49925994873047,11,-0.024707168962225745,-14.908309936523438,28,stop_loss_sideways
ACN,2018-01-08,141.23094177246094,2018-02-05,134.921630859375,4,-0.04467371550386567,-25.23724365234375,28,stop_loss_sideways
ALGN,2018-01-17,272.25,2018-02-05,242.3999938964844,2,-0.10964189569702698,-59.70001220703119,19,stop_loss_dip
AMD,2018-01-18,12.470000267028809,2018-02-08,11.220000267028809,48,-0.10024057523920438,-60.0,21,stop_loss_dip
A,2018-01-22,69.3293685913086,2018-02-08,61.37554168701172,8,-0.1147252176950303,-63.630615234375,17,stop_loss_dip
ABT,2018-01-25,55.19213485717773,2018-02-08,49.12466812133789,10,-0.10993353947153511,-60.674667358398366,14,stop_loss_dip
MMM,2018-01-16,154.63731384277344,2018-02-12,144.81211853027344,3,-0.06353702782557195,-29.4755859375,27,stop_loss_sideways
ADBE,2018-01-23,200.08999633789065,2018-02-20,202.97999572753903,2,0.014443497638772795,5.779998779296761,28,stop_loss_sideways
AKAM,2017-12-08,56.5,2018-02-23,67.36000061035156,8,0.1922124001832135,86.8800048828125,77,agent
ALB,2018-02-23,106.35072326660156,2018-02-28,89.9435806274414,4,-0.15427391685931924,-65.62857055664062,5,stop_loss_dip
BG,2018-02-05,63.37800598144531,2018-03-05,61.48262405395508,11,-0.029905988649203175,-20.849201202392578,28,stop_loss_sideways
NCLH,2018-02-05,56.95000076293945,2018-03-05,55.58000183105469,12,-0.02405617056244713,-16.439987182617188,28,stop_loss_sideways
LULU,2018-02-08,76.66999816894531,2018-03-08,80.75,8,0.05321510275850334,32.6400146484375,28,stop_loss_sideways
OMC,2018-02-08,57.65168380737305,2018-03-08,56.28464889526367,11,-0.023711968529435138,-15.037384033203125,28,stop_loss_sideways
ABBV,2018-01-08,70.66874694824219,2018-03-20,80.59040832519531,9,0.1403967355501542,89.29495239257812,71,agent
AMZN,2018-02-28,75.62249755859375,2018-03-27,74.85250091552734,6,-0.010182110720024794,-4.6199798583984375,27,stop_loss_sideways
AKAM,2018-03-05,69.80999755859375,2018-04-02,69.25,8,-0.00802173869328281,-4.47998046875,28,stop_loss_sideways
ARE,2018-03-05,94.83704376220705,2018-04-02,93.09590911865234,6,-0.018359225198124017,-10.44680786132821,28,stop_loss_sideways
ABT,2018-03-08,54.0135498046875,2018-04-05,52.25880432128906,11,-0.03248713498267714,-19.302200317382812,28,stop_loss_sideways
APD,2018-03-08,138.5376739501953,2018-04-05,137.02793884277344,4,-0.010897650179723885,-6.0389404296875,28,stop_loss_sideways
BMY,2018-02-05,46.126991271972656,2018-04-10,46.612213134765625,15,0.010519261053295616,7.278327941894531,64,stop_loss_sideways
TKO,2018-02-08,30.770057678222656,2018-04-10,35.284305572509766,21,0.14670911382405513,94.7992057800293,61,agent
AIZ,2018-03-20,78.54646301269531,2018-04-17,80.23954772949219,7,0.021555199965187802,11.851593017578125,28,stop_loss_sideways
FTNT,2018-02-12,9.29599952697754,2018-04-20,11.43000030517578,54,0.22956119694339938,115.23604202270488,67,agent
ADBE,2018-02-20,202.97999572753903,2018-04-24,217.88999938964844,2,0.07345553244627696,29.820007324218807,63,agent
LNT,2018-03-27,31.77363967895508,2018-04-24,33.00444793701172,17,0.038736772698780536,20.92374038696283,28,stop_loss_sideways
AES,2018-04-02,8.597390174865723,2018-04-27,9.308167457580566,70,0.08267361004421844,49.75440979003906,25,stop_loss_sideways
AEE,2018-04-02,45.50299453735352,2018-04-27,47.036094665527344,13,0.03369229088681835,19.930301666259673,25,stop_loss_sideways
AXON,2018-04-05,42.86000061035156,2018-05-02,41.9900016784668,14,-0.020298621546791188,-12.179985046386719,27,stop_loss_sideways
BF-B,2018-04-10,48.86870956420898,2018-05-07,48.95668411254883,12,0.0018002224557262026,1.0556945800782103,27,stop_loss_sideways
APD,2018-04-17,140.3928680419922,2018-05-14,139.2406005859375,3,-0.00820745008008554,-3.4568023681640625,27,stop_loss_sideways
AFL,2018-04-20,37.763301849365234,2018-05-17,37.9718017578125,15,0.005521230883860605,3.1274986267089844,27,stop_loss_sideways
LNT,2018-04-24,33.00444793701172,2018-05-21,31.826414108276367,18,-0.03569318386975004,-21.204608917236328,27,stop_loss_sideways
AWK,2018-04-24,73.16539764404297,2018-05-21,69.88786315917969,8,-0.04479623688794554,-26.22027587890625,27,stop_loss_sideways
ABBV,2018-04-27,71.36359405517578,2018-05-24,74.55119323730469,8,0.04466702138998729,25.50079345703125,27,stop_loss_sideways
APTV,2018-05-02,88.6459732055664,2018-05-30,95.21153259277344,6,0.07406494790216546,39.39335632324219,28,stop_loss_sideways
ALB,2018-05-07,89.94920349121094,2018-06-04,84.85468292236328,6,-0.056637750765024274,-30.567123413085938,28,stop_loss_sideways
APA,2018-04-05,31.669368743896484,2018-06-07,34.32536697387695,19,0.08386647209355409,50.463966369628906,63,agent
ABT,2018-05-14,54.40513229370117,2018-06-11,55.378849029541016,10,0.017897516186217915,9.737167358398438,28,stop_loss_sideways
BKR,2018-04-10,24.805212020874023,2018-06-14,27.18203353881836,25,0.0958194397187252,59.4205379486084,65,agent
ADI,2018-05-17,82.37600708007812,2018-06-14,88.56491088867188,6,0.07512993197858553,37.1334228515625,28,stop_loss_sideways
APD,2018-05-21,141.47837829589844,2018-06-18,136.38502502441406,4,-0.036000930550898425,-20.3734130859375,28,stop_loss_sideways
ADBE,2018-05-24,245.1499938964844,2018-06-21,248.8300018310547,2,0.015011250361785376,7.360015869140568,28,stop_loss_sideways
AOS,2018-05-30,56.16352462768555,2018-06-26,51.936431884765625,10,-0.07526402181739492,-42.27092742919922,27,stop_loss_sideways
