,0
2019-06-27,11571.291417696972
2019-06-28,11571.780842152613
2019-07-01,11679.977655735987
2019-07-02,11682.710083333033
2019-07-03,11723.608040181178
2019-07-05,11716.145458546656
2019-07-08,11703.584512761136
2019-07-09,11781.03088612463
2019-07-10,11850.493458222409
2019-07-11,11838.765976380368
2019-07-12,11911.604984711666
2019-07-15,11927.880294388791
2019-07-16,11848.701726502437
2019-07-17,11837.609845604917
2019-07-18,11795.68889345648
2019-07-19,11777.64480750372
2019-07-22,11840.45952575018
2019-07-23,11904.542609856626
2019-07-24,11999.513259575864
2019-07-25,11852.111701996824
2019-07-26,11875.983593771954
2019-07-29,11817.747067282697
2019-07-30,11812.171299765607
2019-07-31,11666.550045798322
2019-08-01,11623.993210623761
2019-08-02,11475.637130236646
2019-08-05,11225.344150042554
2019-08-06,11319.712031817457
2019-08-07,11365.017463183423
2019-08-08,11563.272689318677
2019-08-09,11493.757306368847
2019-08-12,11435.2293293791
2019-08-13,11525.970341952343
2019-08-14,11297.053605937024
2019-08-15,11307.47554954054
2019-08-16,11413.864034495375
2019-08-19,11499.864309153578
2019-08-20,11433.197580180187
2019-08-21,11508.147348246595
2019-08-22,11523.393792113324
2019-08-23,11379.86769576933
2019-08-26,11463.05368896391
2019-08-27,11423.69346328642
2019-08-28,11452.789021452923
2019-08-29,11512.459619387646
2019-08-30,11520.328714236279
2019-09-03,11494.846490725537
2019-09-04,11545.102937563915
2019-09-05,11626.017907961865
2019-09-06,11639.060360095044
2019-09-09,11598.483905932446
2019-09-10,11597.16442503645
2019-09-11,11646.07661466219
2019-09-12,11650.892394348164
2019-09-13,11620.079448505421
2019-09-16,11562.194623275776
2019-09-17,11603.052159591694
2019-09-18,11605.707127853413
2019-09-19,11579.964403850576
2019-09-20,11489.139981967946
2019-09-23,11542.062890750905
2019-09-24,11422.346075279256
2019-09-25,11517.111021263143
2019-09-26,11536.386792240162
2019-09-27,11411.601800498982
2019-09-30,11447.636282024403
2019-10-01,11401.284090099354
2019-10-02,11303.56575876238
2019-10-03,11370.719777622244
2019-10-04,11464.090961494467
2019-10-07,11460.398411312124
2019-10-08,11348.297208656331
2019-10-09,11371.16559778597
2019-10-10,11410.70514856722
2019-10-11,11457.769567359945
2019-10-14,11429.226293434163
2019-10-15,11490.325101722738
2019-10-16,11476.263297376652
2019-10-17,11505.804793653508
2019-10-18,11474.077340421696
2019-10-21,11536.240258512516
2019-10-22,11534.651995954535
2019-10-23,11524.175857824346
2019-10-24,11667.842989248296
2019-10-25,11811.246859823248
2019-10-28,11821.482853673955
2019-10-29,11759.02760007288
2019-10-30,11781.12206406214
2019-10-31,11764.534692235968
2019-11-01,11840.909448095343
2019-11-04,11890.01698946049
2019-11-05,11889.305711021922
2019-11-06,11899.794508686564
2019-11-07,11973.559704533121
2019-11-08,12004.592387905619
2019-11-11,12014.860584488413
2019-11-12,12038.506819954417
2019-11-13,12013.854556789896
2019-11-14,12033.829455128214
2019-11-15,12063.252029648325
2019-11-18,12113.882183781168
2019-11-19,12150.18501594212
2019-11-20,12104.76344945576
2019-11-21,12084.930930746577
2019-11-22,12037.229966185116
2019-11-25,12137.057898066067
2019-11-26,12068.478214285396
2019-11-27,12118.63207437756
2019-11-29,12088.727117083095
2019-12-02,12030.63886450293
2019-12-03,11980.091777787231
2019-12-04,12010.712558732055
2019-12-05,12009.615804657959
2019-12-06,12091.521448121093
2019-12-09,12051.90060995581
2019-12-10,12069.391242966674
2019-12-11,12113.303956971191
2019-12-12,12254.669601426147
2019-12-13,12222.223667130493
2019-12-16,12345.783174500488
2019-12-17,12379.231234406496
2019-12-18,12399.41557583716
2019-12-19,12472.626726197266
2019-12-20,12507.74015232184
2019-12-23,12591.77384372809
2019-12-24,12632.337078057313
2019-12-26,12696.08741756537
2019-12-27,12675.178323708558
2019-12-30,12592.400321366335
2019-12-31,12629.275737168336
2020-01-02,12841.905188920045
2020-01-03,12808.195094468141
2020-01-06,12854.136805893922
2020-01-07,12864.443091752077
2020-01-08,12950.649600388551
2020-01-09,12989.898288132692
2020-01-10,12937.776097657228
2020-01-13,13147.533578278566
2020-01-14,13173.525023819948
2020-01-15,13095.36922956946
2020-01-16,13134.54330946448
2020-01-17,13181.210393097903
2020-01-21,13239.495477295903
2020-01-22,13291.562030411747
2020-01-23,13322.104959107426
2020-01-24,13216.188865281132
2020-01-27,13072.583491898564
2020-01-28,13200.230727776554
2020-01-29,13289.962644204166
2020-01-30,13480.444385155704
2020-01-31,13339.13567124274
2020-02-03,13756.866925820377
2020-02-04,14134.686391457584
2020-02-05,13797.105908974674
2020-02-06,13859.79959450629
2020-02-07,13843.136975869205
2020-02-10,14007.858218773868
2020-02-11,14019.84141884711
2020-02-12,14055.975506356266
2020-02-13,14136.070268723513
2020-02-14,14207.526350800541
2020-02-18,14256.574124161747
2020-02-19,14407.601322953251
2020-02-20,14319.591328591374
2020-02-21,14106.471716851262
2020-02-24,13783.117243737248
2020-02-25,13574.501246809985
2020-02-26,13788.58190476897
2020-02-27,13417.618772902515
2020-02-28,13460.287608664537
2020-03-02,13782.80713609984
2020-03-03,13569.195424816156
2020-03-04,13732.435476085688
2020-03-05,13677.336144496943
2020-03-06,13669.783385326411
2020-03-09,13266.869053592709
2020-03-10,13347.054140796688
2020-03-11,13177.725976696041
2020-03-12,12716.964255575207
2020-03-13,13108.607472658185
2020-03-16,12893.259974007633
2020-03-17,13459.09837928298
2020-03-18,13342.369195132283
2020-03-19,12897.99213013747
2020-03-20,12439.599465421703
2020-03-23,12123.695867857006
2020-03-24,12256.71224721339
2020-03-25,12197.014774736432
2020-03-26,12188.777827022579
2020-03-27,12055.142107723263
2020-03-30,12258.580667232542
2020-03-31,12157.988579486875
2020-04-01,11990.80597805789
2020-04-02,12241.266910789518
2020-04-03,12385.302564857511
2020-04-06,12708.946485755949
2020-04-07,12811.986124275236
2020-04-08,12923.58610367587
2020-04-09,12964.185089347868
2020-04-13,13193.606174705534
2020-04-14,13483.16717362216
2020-04-15,13471.713382957487
2020-04-16,13669.877866615323
2020-04-17,13778.462869514493
2020-04-20,14067.384601463345
2020-04-21,13918.315862525968
2020-04-22,13893.862090934781
2020-04-23,13619.790319313077
2020-04-24,13789.32651697543
2020-04-27,13806.789418724087
2020-04-28,13594.667624977139
2020-04-29,13782.062525459318
2020-04-30,13837.768400856046
2020-05-01,13632.020731342343
2020-05-04,13775.279365909604
2020-05-05,13863.461464298276
2020-05-06,13848.650257480649
2020-05-07,13806.186519992856
2020-05-08,13873.730688465146
2020-05-11,13821.968429935483
2020-05-12,13665.737703693418
2020-05-13,13582.892698368101
2020-05-14,13617.155071338682
2020-05-15,13682.884170612364
2020-05-18,13816.870590290098
2020-05-19,13780.451177677183
2020-05-20,13908.390905460386
2020-05-21,13832.138368686705
2020-05-22,13931.05471237567
2020-05-26,13994.692743381529
2020-05-27,14017.480470737486
2020-05-28,14008.409963687924
2020-05-29,14134.636388675717
2020-06-01,14058.03310574725
2020-06-02,14241.076753513364
2020-06-03,14295.753623859433
2020-06-04,14277.858949558286
2020-06-05,14405.17505635455
2020-06-08,14731.568773166684
2020-06-09,14651.574045078305
2020-06-10,14546.803031360654
2020-06-11,14212.710025226621
2020-06-12,14261.828139698056
2020-06-15,14284.685126697568
2020-06-16,14350.525857364682
2020-06-17,14424.674380695371
2020-06-18,14447.381833469419
2020-06-19,14375.988664066343
2020-06-22,14290.152568256406
